kecamatan_id,kecamatan_nama,week_start,disease,cases
33.74.11,Tembalang,2021-02-15,DBD,0
33.74.11,Tembalang,2021-02-22,DBD,0
33.74.11,Tembalang,2021-03-01,DBD,2
33.74.11,Tembalang,2021-03-08,DBD,1
33.74.11,Tembalang,2021-03-15,DBD,0
33.74.11,Tembalang,2021-03-22,DBD,3
33.74.11,Tembalang,2021-03-29,DBD,2
33.74.11,Tembalang,2021-04-05,DBD,2
33.74.11,Tembalang,2021-04-12,DBD,1
33.74.11,Tembalang,2021-04-19,DBD,1
33.74.11,Tembalang,2021-04-26,DBD,0
33.74.11,Tembalang,2021-05-03,DBD,1
33.74.11,Tembalang,2021-05-10,DBD,2
33.74.11,Tembalang,2021-05-17,DBD,0
33.74.11,Tembalang,2021-05-24,DBD,0
33.74.11,Tembalang,2021-05-31,DBD,0
33.74.11,Tembalang,2021-06-07,DBD,1
33.74.11,Tembalang,2021-06-14,DBD,3
33.74.11,Tembalang,2021-06-21,DBD,0
33.74.11,Tembalang,2021-06-28,DBD,0
33.74.11,Tembalang,2021-07-05,DBD,0
33.74.11,Tembalang,2021-07-12,DBD,0
33.74.11,Tembalang,2021-07-19,DBD,2
33.74.11,Tembalang,2021-07-26,DBD,1
33.74.11,Tembalang,2021-08-02,DBD,1
33.74.11,Tembalang,2021-08-09,DBD,0
33.74.11,Tembalang,2021-08-16,DBD,0
33.74.11,Tembalang,2021-08-23,DBD,0
33.74.11,Tembalang,2021-08-30,DBD,0
33.74.11,Tembalang,2021-09-06,DBD,1
33.74.11,Tembalang,2021-09-13,DBD,2
33.74.11,Tembalang,2021-09-20,DBD,7
33.74.11,Tembalang,2021-09-27,DBD,3
33.74.11,Tembalang,2021-10-04,DBD,0
33.74.11,Tembalang,2021-10-11,DBD,1
33.74.11,Tembalang,2021-10-18,DBD,2
33.74.11,Tembalang,2021-10-25,DBD,1
33.74.11,Tembalang,2021-11-01,DBD,0
33.74.11,Tembalang,2021-11-08,DBD,0
33.74.11,Tembalang,2021-11-15,DBD,0
33.74.11,Tembalang,2021-11-22,DBD,3
33.74.11,Tembalang,2021-11-29,DBD,1
33.74.11,Tembalang,2021-12-06,DBD,0
33.74.11,Tembalang,2021-12-13,DBD,1
33.74.11,Tembalang,2021-12-20,DBD,1
33.74.11,Tembalang,2021-12-27,DBD,1
33.74.12,Banyumanik,2021-01-04,DBD,1
33.74.12,Banyumanik,2021-01-11,DBD,0
33.74.12,Banyumanik,2021-01-18,DBD,0
33.74.12,Banyumanik,2021-01-25,DBD,0
33.74.12,Banyumanik,2021-02-01,DBD,2
33.74.12,Banyumanik,2021-02-08,DBD,1
33.74.12,Banyumanik,2021-02-15,DBD,1
33.74.12,Banyumanik,2021-02-22,DBD,1
33.74.12,Banyumanik,2021-03-01,DBD,1
33.74.12,Banyumanik,2021-03-08,DBD,1
33.74.12,Banyumanik,2021-03-15,DBD,1
33.74.12,Banyumanik,2021-03-22,DBD,0
33.74.12,Banyumanik,2021-03-29,DBD,0
33.74.12,Banyumanik,2021-04-05,DBD,2
33.74.12,Banyumanik,2021-04-12,DBD,1
33.74.12,Banyumanik,2021-04-19,DBD,2
33.74.12,Banyumanik,2021-04-26,DBD,0
33.74.12,Banyumanik,2021-05-03,DBD,0
33.74.12,Banyumanik,2021-05-10,DBD,0
33.74.12,Banyumanik,2021-05-17,DBD,1
33.74.12,Banyumanik,2021-05-24,DBD,1
33.74.12,Banyumanik,2021-05-31,DBD,0
33.74.12,Banyumanik,2021-06-07,DBD,1
33.74.12,Banyumanik,2021-06-14,DBD,3
33.74.12,Banyumanik,2021-06-21,DBD,0
33.74.12,Banyumanik,2021-06-28,DBD,0
33.74.12,Banyumanik,2021-07-05,DBD,0
33.74.12,Banyumanik,2021-07-12,DBD,1
33.74.12,Banyumanik,2021-07-19,DBD,0
33.74.12,Banyumanik,2021-07-26,DBD,0
33.74.12,Banyumanik,2021-08-02,DBD,2
33.74.12,Banyumanik,2021-08-09,DBD,2
33.74.12,Banyumanik,2021-08-16,DBD,0
33.74.12,Banyumanik,2021-08-23,DBD,1
33.74.12,Banyumanik,2021-08-30,DBD,1
33.74.12,Banyumanik,2021-09-06,DBD,0
33.74.12,Banyumanik,2021-09-13,DBD,1
33.74.12,Banyumanik,2021-09-20,DBD,6
33.74.12,Banyumanik,2021-09-27,DBD,1
33.74.12,Banyumanik,2021-10-04,DBD,0
33.74.12,Banyumanik,2021-10-11,DBD,1
33.74.12,Banyumanik,2021-10-18,DBD,0
33.74.12,Banyumanik,2021-10-25,DBD,0
33.74.12,Banyumanik,2021-11-01,DBD,1
33.74.12,Banyumanik,2021-11-08,DBD,0
33.74.12,Banyumanik,2021-11-15,DBD,2
33.74.12,Banyumanik,2021-11-22,DBD,2
33.74.12,Banyumanik,2021-11-29,DBD,6
33.74.12,Banyumanik,2021-12-06,DBD,2
33.74.12,Banyumanik,2021-12-13,DBD,3
33.74.12,Banyumanik,2021-12-20,DBD,3
33.74.12,Banyumanik,2021-12-27,DBD,7
33.74.13,Gunungpati,2021-01-04,DBD,0
33.74.13,Gunungpati,2021-01-11,DBD,0
33.74.13,Gunungpati,2021-01-18,DBD,0
33.74.13,Gunungpati,2021-01-25,DBD,0
33.74.13,Gunungpati,2021-02-01,DBD,0
33.74.13,Gunungpati,2021-02-08,DBD,0
33.74.13,Gunungpati,2021-02-15,DBD,0
33.74.13,Gunungpati,2021-02-22,DBD,0
33.74.13,Gunungpati,2021-03-01,DBD,0
33.74.13,Gunungpati,2021-03-08,DBD,0
33.74.13,Gunungpati,2021-03-15,DBD,0
33.74.13,Gunungpati,2021-03-22,DBD,0
33.74.13,Gunungpati,2021-03-29,DBD,0
33.74.13,Gunungpati,2021-04-05,DBD,0
33.74.13,Gunungpati,2021-04-12,DBD,1
33.74.13,Gunungpati,2021-04-19,DBD,0
33.74.13,Gunungpati,2021-04-26,DBD,1
33.74.13,Gunungpati,2021-05-03,DBD,0
33.74.13,Gunungpati,2021-05-10,DBD,0
33.74.13,Gunungpati,2021-05-17,DBD,2
33.74.13,Gunungpati,2021-05-24,DBD,1
33.74.13,Gunungpati,2021-05-31,DBD,0
33.74.13,Gunungpati,2021-06-07,DBD,0
33.74.13,Gunungpati,2021-06-14,DBD,1
33.74.13,Gunungpati,2021-06-21,DBD,1
33.74.13,Gunungpati,2021-06-28,DBD,0
33.74.13,Gunungpati,2021-07-05,DBD,0
33.74.13,Gunungpati,2021-07-12,DBD,0
33.74.13,Gunungpati,2021-07-19,DBD,0
33.74.13,Gunungpati,2021-07-26,DBD,0
33.74.13,Gunungpati,2021-08-02,DBD,1
33.74.13,Gunungpati,2021-08-09,DBD,0
33.74.13,Gunungpati,2021-08-16,DBD,0
33.74.13,Gunungpati,2021-08-23,DBD,0
33.74.13,Gunungpati,2021-08-30,DBD,0
33.74.13,Gunungpati,2021-09-06,DBD,0
33.74.13,Gunungpati,2021-09-13,DBD,1
33.74.13,Gunungpati,2021-09-20,DBD,3
33.74.13,Gunungpati,2021-09-27,DBD,0
33.74.13,Gunungpati,2021-10-04,DBD,0
33.74.13,Gunungpati,2021-10-11,DBD,0
33.74.13,Gunungpati,2021-10-18,DBD,0
33.74.13,Gunungpati,2021-10-25,DBD,1
33.74.13,Gunungpati,2021-11-01,DBD,0
33.74.13,Gunungpati,2021-11-08,DBD,0
33.74.13,Gunungpati,2021-11-15,DBD,1
33.74.13,Gunungpati,2021-11-22,DBD,0
33.74.13,Gunungpati,2021-11-29,DBD,2
33.74.13,Gunungpati,2021-12-06,DBD,1
33.74.13,Gunungpati,2021-12-13,DBD,2
33.74.13,Gunungpati,2021-12-20,DBD,6
33.74.13,Gunungpati,2021-12-27,DBD,2
33.74.14,Mijen,2021-01-04,DBD,1
33.74.14,Mijen,2021-01-11,DBD,0
33.74.14,Mijen,2021-01-18,DBD,0
33.74.14,Mijen,2021-01-25,DBD,0
33.74.14,Mijen,2021-02-01,DBD,0
33.74.14,Mijen,2021-02-08,DBD,0
33.74.14,Mijen,2021-02-15,DBD,0
33.74.14,Mijen,2021-02-22,DBD,0
33.74.14,Mijen,2021-03-01,DBD,1
33.74.14,Mijen,2021-03-08,DBD,0
33.74.14,Mijen,2021-03-15,DBD,0
33.74.14,Mijen,2021-03-22,DBD,0
33.74.14,Mijen,2021-03-29,DBD,0
33.74.14,Mijen,2021-04-05,DBD,0
33.74.14,Mijen,2021-04-12,DBD,0
33.74.14,Mijen,2021-04-19,DBD,0
33.74.14,Mijen,2021-04-26,DBD,2
33.74.14,Mijen,2021-05-03,DBD,0
33.74.14,Mijen,2021-05-10,DBD,0
33.74.14,Mijen,2021-05-17,DBD,0
33.74.14,Mijen,2021-05-24,DBD,0
33.74.14,Mijen,2021-05-31,DBD,0
33.74.14,Mijen,2021-06-07,DBD,0
33.74.14,Mijen,2021-06-14,DBD,0
33.74.14,Mijen,2021-06-21,DBD,0
33.74.14,Mijen,2021-06-28,DBD,0
33.74.14,Mijen,2021-07-05,DBD,0
33.74.14,Mijen,2021-07-12,DBD,1
33.74.14,Mijen,2021-07-19,DBD,0
33.74.14,Mijen,2021-07-26,DBD,0
33.74.14,Mijen,2021-08-02,DBD,0
33.74.14,Mijen,2021-08-09,DBD,1
33.74.14,Mijen,2021-08-16,DBD,0
33.74.14,Mijen,2021-08-23,DBD,0
33.74.14,Mijen,2021-08-30,DBD,1
33.74.14,Mijen,2021-09-06,DBD,1
33.74.14,Mijen,2021-09-13,DBD,1
33.74.14,Mijen,2021-09-20,DBD,0
33.74.14,Mijen,2021-09-27,DBD,0
33.74.14,Mijen,2021-10-04,DBD,0
33.74.14,Mijen,2021-10-11,DBD,1
33.74.14,Mijen,2021-10-18,DBD,0
33.74.14,Mijen,2021-10-25,DBD,0
33.74.14,Mijen,2021-11-01,DBD,0
33.74.14,Mijen,2021-11-08,DBD,1
33.74.14,Mijen,2021-11-15,DBD,0
33.74.14,Mijen,2021-11-22,DBD,0
33.74.14,Mijen,2021-11-29,DBD,1
33.74.14,Mijen,2021-12-06,DBD,1
33.74.14,Mijen,2021-12-13,DBD,0
33.74.14,Mijen,2021-12-20,DBD,3
33.74.14,Mijen,2021-12-27,DBD,0
33.74.15,Ngaliyan,2021-01-04,DBD,2
33.74.15,Ngaliyan,2021-01-11,DBD,0
33.74.15,Ngaliyan,2021-01-18,DBD,0
33.74.15,Ngaliyan,2021-01-25,DBD,0
33.74.15,Ngaliyan,2021-02-01,DBD,1
33.74.15,Ngaliyan,2021-02-08,DBD,1
33.74.15,Ngaliyan,2021-02-15,DBD,0
33.74.15,Ngaliyan,2021-02-22,DBD,1
33.74.15,Ngaliyan,2021-03-01,DBD,0
33.74.15,Ngaliyan,2021-03-08,DBD,0
33.74.15,Ngaliyan,2021-03-15,DBD,4
33.74.15,Ngaliyan,2021-03-22,DBD,1
33.74.15,Ngaliyan,2021-03-29,DBD,2
33.74.15,Ngaliyan,2021-04-05,DBD,0
33.74.15,Ngaliyan,2021-04-12,DBD,1
33.74.15,Ngaliyan,2021-04-19,DBD,2
33.74.15,Ngaliyan,2021-04-26,DBD,1
33.74.15,Ngaliyan,2021-05-03,DBD,0
33.74.15,Ngaliyan,2021-05-10,DBD,1
33.74.15,Ngaliyan,2021-05-17,DBD,1
33.74.15,Ngaliyan,2021-05-24,DBD,2
33.74.15,Ngaliyan,2021-05-31,DBD,1
33.74.15,Ngaliyan,2021-06-07,DBD,3
33.74.15,Ngaliyan,2021-06-14,DBD,0
33.74.15,Ngaliyan,2021-06-21,DBD,1
33.74.15,Ngaliyan,2021-06-28,DBD,2
33.74.15,Ngaliyan,2021-07-05,DBD,0
33.74.15,Ngaliyan,2021-07-12,DBD,0
33.74.15,Ngaliyan,2021-07-19,DBD,0
33.74.15,Ngaliyan,2021-07-26,DBD,0
33.74.15,Ngaliyan,2021-08-02,DBD,1
33.74.15,Ngaliyan,2021-08-09,DBD,1
33.74.15,Ngaliyan,2021-08-16,DBD,0
33.74.15,Ngaliyan,2021-08-23,DBD,0
33.74.15,Ngaliyan,2021-08-30,DBD,0
33.74.15,Ngaliyan,2021-09-06,DBD,0
33.74.15,Ngaliyan,2021-09-13,DBD,0
33.74.15,Ngaliyan,2021-09-20,DBD,3
33.74.15,Ngaliyan,2021-09-27,DBD,1
33.74.15,Ngaliyan,2021-10-04,DBD,0
33.74.15,Ngaliyan,2021-10-11,DBD,0
33.74.15,Ngaliyan,2021-10-18,DBD,2
33.74.15,Ngaliyan,2021-10-25,DBD,1
33.74.15,Ngaliyan,2021-11-01,DBD,3
33.74.15,Ngaliyan,2021-11-08,DBD,1
33.74.15,Ngaliyan,2021-11-15,DBD,2
33.74.15,Ngaliyan,2021-11-22,DBD,2
33.74.15,Ngaliyan,2021-11-29,DBD,2
33.74.15,Ngaliyan,2021-12-06,DBD,3
33.74.15,Ngaliyan,2021-12-13,DBD,2
33.74.15,Ngaliyan,2021-12-20,DBD,3
33.74.15,Ngaliyan,2021-12-27,DBD,1
33.74.16,Tugu,2021-01-04,DBD,1
33.74.16,Tugu,2021-01-11,DBD,0
33.74.16,Tugu,2021-01-18,DBD,0
33.74.16,Tugu,2021-01-25,DBD,0
33.74.16,Tugu,2021-02-01,DBD,0
33.74.16,Tugu,2021-02-08,DBD,0
33.74.16,Tugu,2021-02-15,DBD,0
33.74.16,Tugu,2021-02-22,DBD,0
33.74.16,Tugu,2021-03-01,DBD,0
33.74.16,Tugu,2021-03-08,DBD,0
33.74.16,Tugu,2021-03-15,DBD,0
33.74.16,Tugu,2021-03-22,DBD,0
33.74.16,Tugu,2021-03-29,DBD,0
33.74.16,Tugu,2021-04-05,DBD,0
33.74.16,Tugu,2021-04-12,DBD,0
33.74.16,Tugu,2021-04-19,DBD,0
33.74.16,Tugu,2021-04-26,DBD,0
33.74.16,Tugu,2021-05-03,DBD,0
33.74.16,Tugu,2021-05-10,DBD,0
33.74.16,Tugu,2021-05-17,DBD,0
33.74.16,Tugu,2021-05-24,DBD,0
33.74.16,Tugu,2021-05-31,DBD,0
33.74.16,Tugu,2021-06-07,DBD,0
33.74.16,Tugu,2021-06-14,DBD,0
33.74.16,Tugu,2021-06-21,DBD,0
33.74.16,Tugu,2021-06-28,DBD,0
33.74.16,Tugu,2021-07-05,DBD,0
33.74.16,Tugu,2021-07-12,DBD,0
33.74.16,Tugu,2021-07-19,DBD,0
33.74.16,Tugu,2021-07-26,DBD,0
33.74.16,Tugu,2021-08-02,DBD,0
33.74.16,Tugu,2021-08-09,DBD,0
33.74.16,Tugu,2021-08-16,DBD,0
33.74.16,Tugu,2021-08-23,DBD,0
33.74.16,Tugu,2021-08-30,DBD,0
33.74.16,Tugu,2021-09-06,DBD,0
33.74.16,Tugu,2021-09-13,DBD,0
33.74.16,Tugu,2021-09-20,DBD,0
33.74.16,Tugu,2021-09-27,DBD,0
33.74.16,Tugu,2021-10-04,DBD,0
33.74.16,Tugu,2021-10-11,DBD,0
33.74.16,Tugu,2021-10-18,DBD,1
33.74.16,Tugu,2021-10-25,DBD,0
33.74.16,Tugu,2021-11-01,DBD,0
33.74.16,Tugu,2021-11-08,DBD,0
33.74.16,Tugu,2021-11-15,DBD,2
33.74.16,Tugu,2021-11-22,DBD,0
33.74.16,Tugu,2021-11-29,DBD,0
33.74.16,Tugu,2021-12-06,DBD,0
33.74.16,Tugu,2021-12-13,DBD,0
33.74.16,Tugu,2021-12-20,DBD,1
33.74.16,Tugu,2021-12-27,DBD,0
33.74.01,Semarang Tengah,2022-01-03,DBD,1
33.74.01,Semarang Tengah,2022-01-10,DBD,2
33.74.01,Semarang Tengah,2022-01-17,DBD,0
33.74.01,Semarang Tengah,2022-01-24,DBD,0
33.74.01,Semarang Tengah,2022-01-31,DBD,2
33.74.01,Semarang Tengah,2022-02-07,DBD,1
33.74.01,Semarang Tengah,2022-02-14,DBD,0
33.74.01,Semarang Tengah,2022-02-21,DBD,0
33.74.01,Semarang Tengah,2022-02-28,DBD,0
33.74.01,Semarang Tengah,2022-03-07,DBD,0
33.74.01,Semarang Tengah,2022-03-14,DBD,0
33.74.01,Semarang Tengah,2022-03-21,DBD,1
33.74.01,Semarang Tengah,2022-03-28,DBD,1
33.74.01,Semarang Tengah,2022-04-04,DBD,0
33.74.01,Semarang Tengah,2022-04-11,DBD,0
33.74.01,Semarang Tengah,2022-04-18,DBD,2
33.74.01,Semarang Tengah,2022-04-25,DBD,1
33.74.01,Semarang Tengah,2022-05-02,DBD,0
33.74.01,Semarang Tengah,2022-05-09,DBD,1
33.74.01,Semarang Tengah,2022-05-16,DBD,1
33.74.01,Semarang Tengah,2022-05-23,DBD,0
33.74.01,Semarang Tengah,2022-05-30,DBD,0
33.74.01,Semarang Tengah,2022-06-06,DBD,0
33.74.01,Semarang Tengah,2022-06-13,DBD,0
33.74.01,Semarang Tengah,2022-06-20,DBD,0
33.74.01,Semarang Tengah,2022-06-27,DBD,0
33.74.01,Semarang Tengah,2022-07-04,DBD,0
33.74.01,Semarang Tengah,2022-07-11,DBD,0
33.74.01,Semarang Tengah,2022-07-18,DBD,0
33.74.01,Semarang Tengah,2022-07-25,DBD,0
33.74.01,Semarang Tengah,2022-08-01,DBD,1
33.74.01,Semarang Tengah,2022-08-08,DBD,0
33.74.01,Semarang Tengah,2022-08-15,DBD,0
33.74.01,Semarang Tengah,2022-08-22,DBD,0
33.74.01,Semarang Tengah,2022-08-29,DBD,0
33.74.01,Semarang Tengah,2022-09-05,DBD,0
33.74.01,Semarang Tengah,2022-09-12,DBD,0
33.74.01,Semarang Tengah,2022-09-19,DBD,0
33.74.01,Semarang Tengah,2022-09-26,DBD,0
33.74.01,Semarang Tengah,2022-10-03,DBD,0
33.74.01,Semarang Tengah,2022-10-10,DBD,0
33.74.01,Semarang Tengah,2022-10-17,DBD,1
33.74.01,Semarang Tengah,2022-10-24,DBD,0
33.74.01,Semarang Tengah,2022-10-31,DBD,0
33.74.01,Semarang Tengah,2022-11-07,DBD,0
33.74.01,Semarang Tengah,2022-11-14,DBD,0
33.74.01,Semarang Tengah,2022-11-21,DBD,0
33.74.01,Semarang Tengah,2022-11-28,DBD,0
33.74.01,Semarang Tengah,2022-12-05,DBD,1
33.74.01,Semarang Tengah,2022-12-12,DBD,0
33.74.01,Semarang Tengah,2022-12-19,DBD,0
33.74.01,Semarang Tengah,2022-12-26,DBD,1
33.74.02,Semarang Utara,2022-01-03,DBD,0
33.74.02,Semarang Utara,2022-01-10,DBD,7
33.74.02,Semarang Utara,2022-01-17,DBD,1
33.74.02,Semarang Utara,2022-01-24,DBD,1
33.74.02,Semarang Utara,2022-01-31,DBD,0
33.74.02,Semarang Utara,2022-02-07,DBD,4
33.74.02,Semarang Utara,2022-02-14,DBD,0
33.74.02,Semarang Utara,2022-02-21,DBD,3
33.74.02,Semarang Utara,2022-02-28,DBD,0
33.74.02,Semarang Utara,2022-03-07,DBD,0
33.74.02,Semarang Utara,2022-03-14,DBD,0
33.74.02,Semarang Utara,2022-03-21,DBD,1
33.74.02,Semarang Utara,2022-03-28,DBD,2
33.74.02,Semarang Utara,2022-04-04,DBD,0
33.74.02,Semarang Utara,2022-04-11,DBD,2
33.74.02,Semarang Utara,2022-04-18,DBD,1
33.74.02,Semarang Utara,2022-04-25,DBD,2
33.74.02,Semarang Utara,2022-05-02,DBD,1
33.74.02,Semarang Utara,2022-05-09,DBD,2
33.74.02,Semarang Utara,2022-05-16,DBD,2
33.74.02,Semarang Utara,2022-05-23,DBD,0
33.74.02,Semarang Utara,2022-05-30,DBD,0
33.74.02,Semarang Utara,2022-06-06,DBD,3
33.74.02,Semarang Utara,2022-06-13,DBD,4
33.74.02,Semarang Utara,2022-06-20,DBD,1
33.74.02,Semarang Utara,2022-06-27,DBD,0
33.74.02,Semarang Utara,2022-07-04,DBD,1
33.74.02,Semarang Utara,2022-07-11,DBD,1
33.74.02,Semarang Utara,2022-07-18,DBD,0
33.74.02,Semarang Utara,2022-07-25,DBD,0
33.74.02,Semarang Utara,2022-08-01,DBD,3
33.74.02,Semarang Utara,2022-08-08,DBD,2
33.74.02,Semarang Utara,2022-08-15,DBD,0
33.74.02,Semarang Utara,2022-08-22,DBD,1
33.74.02,Semarang Utara,2022-08-29,DBD,1
33.74.02,Semarang Utara,2022-09-05,DBD,1
33.74.02,Semarang Utara,2022-09-12,DBD,0
33.74.02,Semarang Utara,2022-09-19,DBD,0
33.74.02,Semarang Utara,2022-09-26,DBD,2
33.74.02,Semarang Utara,2022-10-03,DBD,0
33.74.02,Semarang Utara,2022-10-10,DBD,2
33.74.02,Semarang Utara,2022-10-17,DBD,0
33.74.02,Semarang Utara,2022-10-24,DBD,0
33.74.02,Semarang Utara,2022-10-31,DBD,0
33.74.02,Semarang Utara,2022-11-07,DBD,2
33.74.02,Semarang Utara,2022-11-14,DBD,3
33.74.02,Semarang Utara,2022-11-21,DBD,2
33.74.02,Semarang Utara,2022-11-28,DBD,2
33.74.02,Semarang Utara,2022-12-05,DBD,1
33.74.02,Semarang Utara,2022-12-12,DBD,0
33.74.02,Semarang Utara,2022-12-19,DBD,2
33.74.02,Semarang Utara,2022-12-26,DBD,3
33.74.03,Semarang Timur,2022-01-03,DBD,1
33.74.03,Semarang Timur,2022-01-10,DBD,0
33.74.03,Semarang Timur,2022-01-17,DBD,0
33.74.03,Semarang Timur,2022-01-24,DBD,0
33.74.03,Semarang Timur,2022-01-31,DBD,0
33.74.03,Semarang Timur,2022-02-07,DBD,0
33.74.03,Semarang Timur,2022-02-14,DBD,0
33.74.03,Semarang Timur,2022-02-21,DBD,0
33.74.03,Semarang Timur,2022-02-28,DBD,1
33.74.03,Semarang Timur,2022-03-07,DBD,1
33.74.03,Semarang Timur,2022-03-14,DBD,0
33.74.03,Semarang Timur,2022-03-21,DBD,0
33.74.03,Semarang Timur,2022-03-28,DBD,0
33.74.03,Semarang Timur,2022-04-04,DBD,1
33.74.03,Semarang Timur,2022-04-11,DBD,0
33.74.03,Semarang Timur,2022-04-18,DBD,1
33.74.03,Semarang Timur,2022-04-25,DBD,0
33.74.03,Semarang Timur,2022-05-02,DBD,0
33.74.03,Semarang Timur,2022-05-09,DBD,1
33.74.03,Semarang Timur,2022-05-16,DBD,0
33.74.03,Semarang Timur,2022-05-23,DBD,2
33.74.03,Semarang Timur,2022-05-30,DBD,1
33.74.03,Semarang Timur,2022-06-06,DBD,0
33.74.03,Semarang Timur,2022-06-13,DBD,1
33.74.03,Semarang Timur,2022-06-20,DBD,0
33.74.03,Semarang Timur,2022-06-27,DBD,1
33.74.03,Semarang Timur,2022-07-04,DBD,1
33.74.03,Semarang Timur,2022-07-11,DBD,0
33.74.03,Semarang Timur,2022-07-18,DBD,0
33.74.03,Semarang Timur,2022-07-25,DBD,0
33.74.03,Semarang Timur,2022-08-01,DBD,1
33.74.03,Semarang Timur,2022-08-08,DBD,1
33.74.03,Semarang Timur,2022-08-15,DBD,0
33.74.03,Semarang Timur,2022-08-22,DBD,0
33.74.03,Semarang Timur,2022-08-29,DBD,1
33.74.03,Semarang Timur,2022-09-05,DBD,2
33.74.03,Semarang Timur,2022-09-12,DBD,0
33.74.03,Semarang Timur,2022-09-19,DBD,0
33.74.03,Semarang Timur,2022-09-26,DBD,0
33.74.03,Semarang Timur,2022-10-03,DBD,0
33.74.03,Semarang Timur,2022-10-10,DBD,1
33.74.03,Semarang Timur,2022-10-17,DBD,0
33.74.03,Semarang Timur,2022-10-24,DBD,0
33.74.03,Semarang Timur,2022-10-31,DBD,0
33.74.03,Semarang Timur,2022-11-07,DBD,0
33.74.03,Semarang Timur,2022-11-14,DBD,1
33.74.03,Semarang Timur,2022-11-21,DBD,1
33.74.03,Semarang Timur,2022-11-28,DBD,0
33.74.03,Semarang Timur,2022-12-05,DBD,0
33.74.03,Semarang Timur,2022-12-12,DBD,0
33.74.03,Semarang Timur,2022-12-19,DBD,1
33.74.03,Semarang Timur,2022-12-26,DBD,0
33.74.04,Semarang Selatan,2022-01-03,DBD,1
33.74.04,Semarang Selatan,2022-01-10,DBD,1
33.74.04,Semarang Selatan,2022-01-17,DBD,1
33.74.04,Semarang Selatan,2022-01-24,DBD,1
33.74.04,Semarang Selatan,2022-01-31,DBD,0
33.74.04,Semarang Selatan,2022-02-07,DBD,3
33.74.04,Semarang Selatan,2022-02-14,DBD,0
33.74.04,Semarang Selatan,2022-02-21,DBD,0
33.74.04,Semarang Selatan,2022-02-28,DBD,0
33.74.04,Semarang Selatan,2022-03-07,DBD,0
33.74.04,Semarang Selatan,2022-03-14,DBD,0
33.74.04,Semarang Selatan,2022-03-21,DBD,1
33.74.04,Semarang Selatan,2022-03-28,DBD,0
33.74.04,Semarang Selatan,2022-04-04,DBD,1
33.74.04,Semarang Selatan,2022-04-11,DBD,0
33.74.04,Semarang Selatan,2022-04-18,DBD,0
33.74.04,Semarang Selatan,2022-04-25,DBD,0
33.74.04,Semarang Selatan,2022-05-02,DBD,0
33.74.04,Semarang Selatan,2022-05-09,DBD,2
33.74.04,Semarang Selatan,2022-05-16,DBD,0
33.74.04,Semarang Selatan,2022-05-23,DBD,1
33.74.04,Semarang Selatan,2022-05-30,DBD,0
33.74.04,Semarang Selatan,2022-06-06,DBD,1
33.74.04,Semarang Selatan,2022-06-13,DBD,2
33.74.04,Semarang Selatan,2022-06-20,DBD,1
33.74.04,Semarang Selatan,2022-06-27,DBD,0
33.74.04,Semarang Selatan,2022-07-04,DBD,0
33.74.04,Semarang Selatan,2022-07-11,DBD,0
33.74.04,Semarang Selatan,2022-07-18,DBD,1
33.74.04,Semarang Selatan,2022-07-25,DBD,0
33.74.04,Semarang Selatan,2022-08-01,DBD,1
33.74.04,Semarang Selatan,2022-08-08,DBD,1
33.74.04,Semarang Selatan,2022-08-15,DBD,0
33.74.04,Semarang Selatan,2022-08-22,DBD,1
33.74.04,Semarang Selatan,2022-08-29,DBD,0
33.74.04,Semarang Selatan,2022-09-05,DBD,0
33.74.04,Semarang Selatan,2022-09-12,DBD,1
33.74.04,Semarang Selatan,2022-09-19,DBD,0
33.74.04,Semarang Selatan,2022-09-26,DBD,0
33.74.04,Semarang Selatan,2022-10-03,DBD,0
33.74.04,Semarang Selatan,2022-10-10,DBD,0
33.74.04,Semarang Selatan,2022-10-17,DBD,1
33.74.04,Semarang Selatan,2022-10-24,DBD,1
33.74.04,Semarang Selatan,2022-10-31,DBD,1
33.74.04,Semarang Selatan,2022-11-07,DBD,0
33.74.04,Semarang Selatan,2022-11-14,DBD,1
33.74.04,Semarang Selatan,2022-11-21,DBD,0
33.74.04,Semarang Selatan,2022-11-28,DBD,0
33.74.04,Semarang Selatan,2022-12-05,DBD,1
33.74.04,Semarang Selatan,2022-12-12,DBD,0
33.74.04,Semarang Selatan,2022-12-19,DBD,2
33.74.04,Semarang Selatan,2022-12-26,DBD,0
33.74.05,Semarang Barat,2022-01-03,DBD,1
33.74.05,Semarang Barat,2022-01-10,DBD,1
33.74.05,Semarang Barat,2022-01-17,DBD,2
33.74.05,Semarang Barat,2022-01-24,DBD,3
33.74.05,Semarang Barat,2022-01-31,DBD,4
33.74.05,Semarang Barat,2022-02-07,DBD,4
33.74.05,Semarang Barat,2022-02-14,DBD,2
33.74.05,Semarang Barat,2022-02-21,DBD,2
33.74.05,Semarang Barat,2022-02-28,DBD,2
33.74.05,Semarang Barat,2022-03-07,DBD,1
33.74.05,Semarang Barat,2022-03-14,DBD,1
33.74.05,Semarang Barat,2022-03-21,DBD,0
33.74.05,Semarang Barat,2022-03-28,DBD,6
33.74.05,Semarang Barat,2022-04-04,DBD,5
33.74.05,Semarang Barat,2022-04-11,DBD,0
33.74.05,Semarang Barat,2022-04-18,DBD,2
33.74.05,Semarang Barat,2022-04-25,DBD,4
33.74.05,Semarang Barat,2022-05-02,DBD,0
