kecamatan_id,kecamatan_nama,date,rainfall_mm,temp_mean_c,humidity_pct
33.74.03,Semarang Timur,2025-10-07,0.0,29.7,63
33.74.03,Semarang Timur,2025-10-08,2.2,29.4,66
33.74.03,Semarang Timur,2025-10-09,0.6,28.8,63
33.74.03,Semarang Timur,2025-10-10,0.0,29.2,62
33.74.03,Semarang Timur,2025-10-11,0.1,29.4,66
33.74.03,Semarang Timur,2025-10-12,0.6,30.4,58
33.74.03,Semarang Timur,2025-10-13,3.3,30.2,63
33.74.03,Semarang Timur,2025-10-14,2.4,29.7,68
33.74.03,Semarang Timur,2025-10-15,16.6,29.3,70
33.74.03,Semarang Timur,2025-10-16,0.3,30.6,64
33.74.03,Semarang Timur,2025-10-17,5.4,29.6,67
33.74.03,Semarang Timur,2025-10-18,2.7,29.5,67
33.74.03,Semarang Timur,2025-10-19,5.3,29.0,74
33.74.03,Semarang Timur,2025-10-20,11.1,28.7,76
33.74.03,Semarang Timur,2025-10-21,59.1,27.1,83
33.74.03,Semarang Timur,2025-10-22,22.3,26.5,88
33.74.03,Semarang Timur,2025-10-23,3.4,26.8,85
33.74.03,Semarang Timur,2025-10-24,34.5,26.1,90
33.74.03,Semarang Timur,2025-10-25,8.6,26.2,88
33.74.03,Semarang Timur,2025-10-26,11.9,26.2,88
33.74.03,Semarang Timur,2025-10-27,2.0,27.0,85
33.74.03,Semarang Timur,2025-10-28,29.4,25.9,90
33.74.03,Semarang Timur,2025-10-29,5.9,26.7,86
33.74.03,Semarang Timur,2025-10-30,1.9,27.0,85
33.74.03,Semarang Timur,2025-10-31,8.9,26.6,84
33.74.03,Semarang Timur,2025-11-01,8.2,27.4,82
33.74.03,Semarang Timur,2025-11-02,3.5,27.6,80
33.74.03,Semarang Timur,2025-11-03,2.1,27.1,82
33.74.03,Semarang Timur,2025-11-04,2.0,27.4,82
33.74.03,Semarang Timur,2025-11-05,12.0,26.7,86
33.74.03,Semarang Timur,2025-11-06,16.1,26.8,86
33.74.03,Semarang Timur,2025-11-07,0.8,27.5,80
33.74.03,Semarang Timur,2025-11-08,6.2,26.8,84
33.74.03,Semarang Timur,2025-11-09,0.0,27.4,80
33.74.03,Semarang Timur,2025-11-10,3.4,27.9,81
33.74.03,Semarang Timur,2025-11-11,11.2,26.5,86
33.74.03,Semarang Timur,2025-11-12,13.0,26.1,88
33.74.03,Semarang Timur,2025-11-13,19.0,26.1,88
33.74.03,Semarang Timur,2025-11-14,11.7,25.8,90
33.74.03,Semarang Timur,2025-11-15,4.0,26.9,85
33.74.03,Semarang Timur,2025-11-16,4.6,26.9,84
33.74.03,Semarang Timur,2025-11-17,4.0,27.1,83
33.74.03,Semarang Timur,2025-11-18,12.5,26.7,84
33.74.03,Semarang Timur,2025-11-19,2.3,26.7,86
33.74.03,Semarang Timur,2025-11-20,4.2,27.2,82
33.74.03,Semarang Timur,2025-11-21,10.2,26.9,85
33.74.03,Semarang Timur,2025-11-22,5.0,27.6,78
33.74.03,Semarang Timur,2025-11-23,9.0,26.9,81
33.74.03,Semarang Timur,2025-11-24,1.7,27.4,79
33.74.03,Semarang Timur,2025-11-25,0.3,28.6,72
33.74.03,Semarang Timur,2025-11-26,0.8,28.4,68
33.74.03,Semarang Timur,2025-11-27,3.4,28.6,71
33.74.03,Semarang Timur,2025-11-28,0.4,28.6,71
33.74.03,Semarang Timur,2025-11-29,0.4,29.4,56
33.74.03,Semarang Timur,2025-11-30,1.1,29.2,62
33.74.03,Semarang Timur,2025-12-01,2.5,27.6,76
33.74.03,Semarang Timur,2025-12-02,0.0,28.7,70
33.74.03,Semarang Timur,2025-12-03,1.1,28.5,72
33.74.03,Semarang Timur,2025-12-04,15.8,26.1,90
33.74.03,Semarang Timur,2025-12-05,0.7,27.1,82
33.74.03,Semarang Timur,2025-12-06,4.2,26.3,87
33.74.03,Semarang Timur,2025-12-07,1.5,27.1,83
33.74.03,Semarang Timur,2025-12-08,2.7,26.7,86
33.74.03,Semarang Timur,2025-12-09,17.8,25.2,93
33.74.03,Semarang Timur,2025-12-10,12.0,26.3,88
33.74.03,Semarang Timur,2025-12-11,2.5,26.6,86
33.74.03,Semarang Timur,2025-12-12,1.3,27.2,81
33.74.03,Semarang Timur,2025-12-13,0.8,27.2,81
33.74.03,Semarang Timur,2025-12-14,10.4,26.3,88
33.74.03,Semarang Timur,2025-12-15,2.8,27.1,85
33.74.03,Semarang Timur,2025-12-16,0.9,27.7,78
33.74.03,Semarang Timur,2025-12-17,2.0,27.6,78
33.74.03,Semarang Timur,2025-12-18,20.0,26.6,86
33.74.03,Semarang Timur,2025-12-19,2.5,26.7,81
33.74.03,Semarang Timur,2025-12-20,5.8,26.9,79
33.74.03,Semarang Timur,2025-12-21,1.2,27.8,76
33.74.03,Semarang Timur,2025-12-22,5.1,27.4,80
33.74.03,Semarang Timur,2025-12-23,8.7,27.0,85
33.74.03,Semarang Timur,2025-12-24,3.5,27.4,82
33.74.03,Semarang Timur,2025-12-25,4.6,27.6,82
33.74.03,Semarang Timur,2025-12-26,12.2,26.7,88
33.74.03,Semarang Timur,2025-12-27,9.1,26.4,92
33.74.03,Semarang Timur,2025-12-28,4.1,27.3,83
33.74.03,Semarang Timur,2025-12-29,4.7,27.0,82
33.74.03,Semarang Timur,2025-12-30,1.6,27.5,80
33.74.03,Semarang Timur,2025-12-31,14.5,25.6,86
33.74.04,Semarang Selatan,2021-01-01,15.6,25.3,91
33.74.04,Semarang Selatan,2021-01-02,5.1,25.9,88
33.74.04,Semarang Selatan,2021-01-03,3.4,25.9,90
33.74.04,Semarang Selatan,2021-01-04,0.2,26.1,86
33.74.04,Semarang Selatan,2021-01-05,8.5,25.9,87
33.74.04,Semarang Selatan,2021-01-06,9.9,26.3,86
33.74.04,Semarang Selatan,2021-01-07,21.0,26.2,86
33.74.04,Semarang Selatan,2021-01-08,10.6,26.3,84
33.74.04,Semarang Selatan,2021-01-09,8.7,25.8,92
33.74.04,Semarang Selatan,2021-01-10,15.5,25.2,92
33.74.04,Semarang Selatan,2021-01-11,7.0,26.0,88
33.74.04,Semarang Selatan,2021-01-12,8.5,26.4,88
33.74.04,Semarang Selatan,2021-01-13,5.6,26.4,87
33.74.04,Semarang Selatan,2021-01-14,4.5,25.5,89
33.74.04,Semarang Selatan,2021-01-15,2.4,26.0,84
33.74.04,Semarang Selatan,2021-01-16,8.0,26.0,87
33.74.04,Semarang Selatan,2021-01-17,17.9,25.8,89
33.74.04,Semarang Selatan,2021-01-18,32.6,24.6,92
33.74.04,Semarang Selatan,2021-01-19,7.9,24.9,88
33.74.04,Semarang Selatan,2021-01-20,2.1,26.0,84
33.74.04,Semarang Selatan,2021-01-21,7.9,26.0,85
33.74.04,Semarang Selatan,2021-01-22,3.1,25.9,87
33.74.04,Semarang Selatan,2021-01-23,1.8,26.3,85
33.74.04,Semarang Selatan,2021-01-24,18.0,25.1,91
33.74.04,Semarang Selatan,2021-01-25,6.4,25.8,86
33.74.04,Semarang Selatan,2021-01-26,3.8,25.7,90
33.74.04,Semarang Selatan,2021-01-27,8.5,25.2,91
33.74.04,Semarang Selatan,2021-01-28,9.3,25.5,86
33.74.04,Semarang Selatan,2021-01-29,13.9,25.0,88
33.74.04,Semarang Selatan,2021-01-30,18.3,24.7,90
33.74.04,Semarang Selatan,2021-01-31,6.4,25.3,86
33.74.04,Semarang Selatan,2021-02-01,2.6,26.2,81
33.74.04,Semarang Selatan,2021-02-02,5.4,25.8,86
33.74.04,Semarang Selatan,2021-02-03,10.4,25.3,88
33.74.04,Semarang Selatan,2021-02-04,13.5,25.1,90
33.74.04,Semarang Selatan,2021-02-05,9.6,25.4,88
33.74.04,Semarang Selatan,2021-02-06,3.5,25.7,85
33.74.04,Semarang Selatan,2021-02-07,3.8,25.8,87
33.74.04,Semarang Selatan,2021-02-08,9.3,25.2,90
33.74.04,Semarang Selatan,2021-02-09,4.3,26.1,85
33.74.04,Semarang Selatan,2021-02-10,7.2,25.8,88
33.74.04,Semarang Selatan,2021-02-11,3.7,26.2,87
33.74.04,Semarang Selatan,2021-02-12,5.3,25.8,90
33.74.04,Semarang Selatan,2021-02-13,13.6,25.8,89
33.74.04,Semarang Selatan,2021-02-14,36.0,25.0,91
33.74.04,Semarang Selatan,2021-02-15,32.0,25.4,88
33.74.04,Semarang Selatan,2021-02-16,12.3,25.6,88
33.74.04,Semarang Selatan,2021-02-17,59.3,24.6,93
33.74.04,Semarang Selatan,2021-02-18,8.8,25.4,87
33.74.04,Semarang Selatan,2021-02-19,53.5,24.3,92
33.74.04,Semarang Selatan,2021-02-20,3.7,25.3,85
33.74.04,Semarang Selatan,2021-02-21,12.5,26.1,83
33.74.04,Semarang Selatan,2021-02-22,2.1,26.1,85
33.74.04,Semarang Selatan,2021-02-23,12.6,25.8,85
33.74.04,Semarang Selatan,2021-02-24,15.2,25.5,87
33.74.04,Semarang Selatan,2021-02-25,18.1,25.0,91
33.74.04,Semarang Selatan,2021-02-26,4.8,25.4,89
33.74.04,Semarang Selatan,2021-02-27,0.1,26.6,83
33.74.04,Semarang Selatan,2021-02-28,0.8,26.3,87
33.74.04,Semarang Selatan,2021-03-01,16.0,26.2,88
33.74.04,Semarang Selatan,2021-03-02,6.6,26.1,87
33.74.04,Semarang Selatan,2021-03-03,0.6,26.6,81
33.74.04,Semarang Selatan,2021-03-04,1.2,26.1,85
33.74.04,Semarang Selatan,2021-03-05,1.8,26.3,83
33.74.04,Semarang Selatan,2021-03-06,8.5,25.8,88
33.74.04,Semarang Selatan,2021-03-07,11.8,25.8,87
33.74.04,Semarang Selatan,2021-03-08,3.8,25.8,85
33.74.04,Semarang Selatan,2021-03-09,0.8,26.1,80
33.74.04,Semarang Selatan,2021-03-10,6.2,25.6,86
33.74.04,Semarang Selatan,2021-03-11,3.8,25.9,85
33.74.04,Semarang Selatan,2021-03-12,7.2,25.8,86
33.74.04,Semarang Selatan,2021-03-13,7.8,25.8,88
33.74.04,Semarang Selatan,2021-03-14,3.8,25.8,86
33.74.04,Semarang Selatan,2021-03-15,3.5,25.8,87
33.74.04,Semarang Selatan,2021-03-16,1.4,26.4,87
33.74.04,Semarang Selatan,2021-03-17,4.3,26.4,87
33.74.04,Semarang Selatan,2021-03-18,0.1,26.8,84
33.74.04,Semarang Selatan,2021-03-19,0.6,26.8,86
33.74.04,Semarang Selatan,2021-03-20,9.9,26.5,87
33.74.04,Semarang Selatan,2021-03-21,7.1,26.5,87
33.74.04,Semarang Selatan,2021-03-22,4.5,26.2,87
33.74.04,Semarang Selatan,2021-03-23,6.0,26.3,86
33.74.04,Semarang Selatan,2021-03-24,8.1,26.4,88
33.74.04,Semarang Selatan,2021-03-25,8.8,26.7,87
33.74.04,Semarang Selatan,2021-03-26,6.5,26.5,88
33.74.04,Semarang Selatan,2021-03-27,4.7,26.2,89
33.74.04,Semarang Selatan,2021-03-28,2.1,26.6,88
33.74.04,Semarang Selatan,2021-03-29,0.7,27.4,84
33.74.04,Semarang Selatan,2021-03-30,7.9,26.2,90
33.74.04,Semarang Selatan,2021-03-31,0.9,26.9,86
33.74.04,Semarang Selatan,2021-04-01,3.3,26.6,87
33.74.04,Semarang Selatan,2021-04-02,0.0,26.9,84
33.74.04,Semarang Selatan,2021-04-03,0.0,27.4,77
33.74.04,Semarang Selatan,2021-04-04,4.3,26.8,83
33.74.04,Semarang Selatan,2021-04-05,0.2,27.5,81
33.74.04,Semarang Selatan,2021-04-06,3.1,27.1,83
33.74.04,Semarang Selatan,2021-04-07,17.8,26.4,86
33.74.04,Semarang Selatan,2021-04-08,6.7,26.8,83
33.74.04,Semarang Selatan,2021-04-09,1.4,27.1,84
33.74.04,Semarang Selatan,2021-04-10,4.2,26.7,85
33.74.04,Semarang Selatan,2021-04-11,6.6,26.6,86
33.74.04,Semarang Selatan,2021-04-12,0.7,26.6,88
33.74.04,Semarang Selatan,2021-04-13,2.5,26.5,87
33.74.04,Semarang Selatan,2021-04-14,0.7,26.4,86
33.74.04,Semarang Selatan,2021-04-15,11.4,26.1,87
33.74.04,Semarang Selatan,2021-04-16,0.9,27.1,83
33.74.04,Semarang Selatan,2021-04-17,2.6,27.0,80
33.74.04,Semarang Selatan,2021-04-18,1.3,26.9,81
33.74.04,Semarang Selatan,2021-04-19,1.5,27.0,81
33.74.04,Semarang Selatan,2021-04-20,2.6,27.0,81
33.74.04,Semarang Selatan,2021-04-21,0.0,27.1,71
33.74.04,Semarang Selatan,2021-04-22,0.0,26.8,72
33.74.04,Semarang Selatan,2021-04-23,0.9,26.6,79
33.74.04,Semarang Selatan,2021-04-24,0.4,27.4,76
33.74.04,Semarang Selatan,2021-04-25,2.3,27.0,78
33.74.04,Semarang Selatan,2021-04-26,0.0,27.9,71
33.74.04,Semarang Selatan,2021-04-27,0.6,28.1,72
33.74.04,Semarang Selatan,2021-04-28,3.8,26.5,84
33.74.04,Semarang Selatan,2021-04-29,0.1,27.1,79
33.74.04,Semarang Selatan,2021-04-30,4.3,27.3,81
33.74.04,Semarang Selatan,2021-05-01,1.8,27.7,79
33.74.04,Semarang Selatan,2021-05-02,2.6,27.9,77
33.74.04,Semarang Selatan,2021-05-03,0.9,28.0,74
33.74.04,Semarang Selatan,2021-05-04,2.3,28.1,76
33.74.04,Semarang Selatan,2021-05-05,2.9,27.6,79
33.74.04,Semarang Selatan,2021-05-06,2.7,27.9,79
33.74.04,Semarang Selatan,2021-05-07,10.6,26.4,87
33.74.04,Semarang Selatan,2021-05-08,1.8,27.3,85
33.74.04,Semarang Selatan,2021-05-09,0.0,27.4,69
33.74.04,Semarang Selatan,2021-05-10,0.0,27.8,71
33.74.04,Semarang Selatan,2021-05-11,0.2,28.7,71
33.74.04,Semarang Selatan,2021-05-12,0.2,28.8,73
33.74.04,Semarang Selatan,2021-05-13,0.1,28.4,71
33.74.04,Semarang Selatan,2021-05-14,0.6,28.8,68
33.74.04,Semarang Selatan,2021-05-15,0.1,28.7,68
33.74.04,Semarang Selatan,2021-05-16,0.5,28.7,71
33.74.04,Semarang Selatan,2021-05-17,0.9,28.3,72
33.74.04,Semarang Selatan,2021-05-18,6.1,28.0,76
33.74.04,Semarang Selatan,2021-05-19,3.9,27.4,81
33.74.04,Semarang Selatan,2021-05-20,0.8,27.7,76
33.74.04,Semarang Selatan,2021-05-21,0.7,28.2,73
33.74.04,Semarang Selatan,2021-05-22,1.2,28.3,75
33.74.04,Semarang Selatan,2021-05-23,3.5,27.0,85
33.74.04,Semarang Selatan,2021-05-24,3.3,27.8,79
33.74.04,Semarang Selatan,2021-05-25,78.8,27.2,81
33.74.04,Semarang Selatan,2021-05-26,1.4,27.5,78
33.74.04,Semarang Selatan,2021-05-27,0.6,28.2,75
33.74.04,Semarang Selatan,2021-05-28,18.2,27.5,79
33.74.04,Semarang Selatan,2021-05-29,4.0,27.0,82
33.74.04,Semarang Selatan,2021-05-30,1.1,27.1,84
33.74.04,Semarang Selatan,2021-05-31,1.4,27.3,84
33.74.04,Semarang Selatan,2021-06-01,1.9,27.3,82
33.74.04,Semarang Selatan,2021-06-02,1.9,27.5,82
33.74.04,Semarang Selatan,2021-06-03,0.3,28.2,78
33.74.04,Semarang Selatan,2021-06-04,0.4,28.6,72
33.74.04,Semarang Selatan,2021-06-05,0.4,28.2,74
33.74.04,Semarang Selatan,2021-06-06,0.8,28.2,73
33.74.04,Semarang Selatan,2021-06-07,0.9,27.8,79
33.74.04,Semarang Selatan,2021-06-08,0.2,27.7,77
33.74.04,Semarang Selatan,2021-06-09,2.2,27.3,80
33.74.04,Semarang Selatan,2021-06-10,2.9,27.5,79
33.74.04,Semarang Selatan,2021-06-11,8.7,27.2,82
33.74.04,Semarang Selatan,2021-06-12,0.1,27.4,77
33.74.04,Semarang Selatan,2021-06-13,0.0,28.1,70
33.74.04,Semarang Selatan,2021-06-14,2.8,27.1,78
33.74.04,Semarang Selatan,2021-06-15,6.2,26.5,81
33.74.04,Semarang Selatan,2021-06-16,13.6,26.4,83
33.74.04,Semarang Selatan,2021-06-17,6.7,25.8,87
33.74.04,Semarang Selatan,2021-06-18,2.3,26.8,80
33.74.04,Semarang Selatan,2021-06-19,15.5,25.4,90
33.74.04,Semarang Selatan,2021-06-20,3.9,25.7,86
33.74.04,Semarang Selatan,2021-06-21,4.5,25.6,88
33.74.04,Semarang Selatan,2021-06-22,1.7,26.8,81
33.74.04,Semarang Selatan,2021-06-23,2.1,26.2,85
33.74.04,Semarang Selatan,2021-06-24,5.5,25.6,89
33.74.04,Semarang Selatan,2021-06-25,2.9,27.0,79
33.74.04,Semarang Selatan,2021-06-26,3.0,27.2,79
33.74.04,Semarang Selatan,2021-06-27,1.9,27.6,77
33.74.04,Semarang Selatan,2021-06-28,14.9,25.9,86
33.74.04,Semarang Selatan,2021-06-29,1.1,27.2,73
33.74.04,Semarang Selatan,2021-06-30,2.6,27.0,79
33.74.04,Semarang Selatan,2021-07-01,0.2,27.4,78
33.74.04,Semarang Selatan,2021-07-02,0.0,27.2,75
33.74.04,Semarang Selatan,2021-07-03,0.0,27.6,69
33.74.04,Semarang Selatan,2021-07-04,0.0,27.7,70
33.74.04,Semarang Selatan,2021-07-05,0.0,27.9,69
33.74.04,Semarang Selatan,2021-07-06,0.0,27.0,58
33.74.04,Semarang Selatan,2021-07-07,0.0,27.1,59
33.74.04,Semarang Selatan,2021-07-08,0.0,27.6,63
33.74.04,Semarang Selatan,2021-07-09,2.4,28.2,70
33.74.04,Semarang Selatan,2021-07-10,2.5,27.9,73
33.74.04,Semarang Selatan,2021-07-11,1.4,28.9,64
33.74.04,Semarang Selatan,2021-07-12,0.0,28.3,61
33.74.04,Semarang Selatan,2021-07-13,0.0,28.8,58
33.74.04,Semarang Selatan,2021-07-14,0.0,28.9,59
33.74.04,Semarang Selatan,2021-07-15,0.0,29.2,56
33.74.04,Semarang Selatan,2021-07-16,0.0,28.0,56
33.74.04,Semarang Selatan,2021-07-17,0.0,28.4,56
33.74.04,Semarang Selatan,2021-07-18,0.5,28.8,65
33.74.04,Semarang Selatan,2021-07-19,0.4,28.9,68
33.74.04,Semarang Selatan,2021-07-20,0.1,29.1,63
33.74.04,Semarang Selatan,2021-07-21,0.1,29.0,63
33.74.04,Semarang Selatan,2021-07-22,0.1,28.7,64
33.74.04,Semarang Selatan,2021-07-23,0.0,28.7,61
33.74.04,Semarang Selatan,2021-07-24,0.0,28.9,62
33.74.04,Semarang Selatan,2021-07-25,0.0,29.5,53
33.74.04,Semarang Selatan,2021-07-26,0.0,27.0,59
33.74.04,Semarang Selatan,2021-07-27,0.0,28.0,52
33.74.04,Semarang Selatan,2021-07-28,0.0,28.0,58
33.74.04,Semarang Selatan,2021-07-29,0.0,28.4,58
33.74.04,Semarang Selatan,2021-07-30,0.1,28.4,64
33.74.04,Semarang Selatan,2021-07-31,2.1,28.2,66
33.74.04,Semarang Selatan,2021-08-01,2.3,28.5,70
33.74.04,Semarang Selatan,2021-08-02,0.9,28.1,67
33.74.04,Semarang Selatan,2021-08-03,4.4,28.1,72
33.74.04,Semarang Selatan,2021-08-04,2.2,28.7,66
33.74.04,Semarang Selatan,2021-08-05,3.0,28.6,65
33.74.04,Semarang Selatan,2021-08-06,0.1,29.1,60
33.74.04,Semarang Selatan,2021-08-07,0.3,29.2,62
33.74.04,Semarang Selatan,2021-08-08,6.2,28.7,68
33.74.04,Semarang Selatan,2021-08-09,16.4,28.1,71
33.74.04,Semarang Selatan,2021-08-10,1.4,28.6,69
33.74.04,Semarang Selatan,2021-08-11,0.0,28.4,56
33.74.04,Semarang Selatan,2021-08-12,0.3,29.0,55
33.74.04,Semarang Selatan,2021-08-13,6.7,28.2,68
33.74.04,Semarang Selatan,2021-08-14,1.5,28.5,70
33.74.04,Semarang Selatan,2021-08-15,0.8,29.1,60
33.74.04,Semarang Selatan,2021-08-16,0.4,28.6,66
33.74.04,Semarang Selatan,2021-08-17,0.0,28.8,65
33.74.04,Semarang Selatan,2021-08-18,1.4,28.2,65
33.74.04,Semarang Selatan,2021-08-19,9.5,27.2,78
33.74.04,Semarang Selatan,2021-08-20,0.4,28.0,62
33.74.04,Semarang Selatan,2021-08-21,1.8,27.8,69
33.74.04,Semarang Selatan,2021-08-22,0.5,28.0,69
33.74.04,Semarang Selatan,2021-08-23,0.0,28.5,65
33.74.04,Semarang Selatan,2021-08-24,0.0,28.3,62
33.74.04,Semarang Selatan,2021-08-25,0.5,28.4,58
33.74.04,Semarang Selatan,2021-08-26,0.0,28.4,59
33.74.04,Semarang Selatan,2021-08-27,0.0,28.6,55
33.74.04,Semarang Selatan,2021-08-28,0.3,28.8,57
33.74.04,Semarang Selatan,2021-08-29,0.5,29.3,60
33.74.04,Semarang Selatan,2021-08-30,1.3,28.9,63
33.74.04,Semarang Selatan,2021-08-31,1.1,29.2,63
33.74.04,Semarang Selatan,2021-09-01,0.3,29.1,59
33.74.04,Semarang Selatan,2021-09-02,0.0,29.0,59
33.74.04,Semarang Selatan,2021-09-03,0.3,28.8,59
33.74.04,Semarang Selatan,2021-09-04,0.3,28.7,58
33.74.04,Semarang Selatan,2021-09-05,0.0,28.6,59
33.74.04,Semarang Selatan,2021-09-06,0.8,29.0,63
33.74.04,Semarang Selatan,2021-09-07,2.4,29.1,65
33.74.04,Semarang Selatan,2021-09-08,3.5,28.3,67
33.74.04,Semarang Selatan,2021-09-09,0.4,28.5,61
33.74.04,Semarang Selatan,2021-09-10,0.0,29.1,58
33.74.04,Semarang Selatan,2021-09-11,6.5,28.4,67
33.74.04,Semarang Selatan,2021-09-12,1.6,27.8,73
33.74.04,Semarang Selatan,2021-09-13,1.9,27.8,73
33.74.04,Semarang Selatan,2021-09-14,3.9,27.0,79
33.74.04,Semarang Selatan,2021-09-15,1.6,27.6,76
33.74.04,Semarang Selatan,2021-09-16,0.4,28.2,72
33.74.04,Semarang Selatan,2021-09-17,0.1,29.2,65
33.74.04,Semarang Selatan,2021-09-18,0.4,29.5,58
33.74.04,Semarang Selatan,2021-09-19,1.5,28.9,64
33.74.04,Semarang Selatan,2021-09-20,0.0,29.4,60
33.74.04,Semarang Selatan,2021-09-21,20.5,27.9,70
33.74.04,Semarang Selatan,2021-09-22,0.9,28.1,68
33.74.04,Semarang Selatan,2021-09-23,2.9,28.4,67
33.74.04,Semarang Selatan,2021-09-24,1.6,27.6,75
33.74.04,Semarang Selatan,2021-09-25,2.2,27.9,75
33.74.04,Semarang Selatan,2021-09-26,3.1,27.0,83
33.74.04,Semarang Selatan,2021-09-27,1.9,27.3,80
33.74.04,Semarang Selatan,2021-09-28,0.2,28.2,71
33.74.04,Semarang Selatan,2021-09-29,0.0,28.7,64
33.74.04,Semarang Selatan,2021-09-30,0.0,28.8,68
33.74.04,Semarang Selatan,2021-10-01,0.4,28.5,74
33.74.04,Semarang Selatan,2021-10-02,0.0,28.0,70
33.74.04,Semarang Selatan,2021-10-03,0.8,28.2,71
33.74.04,Semarang Selatan,2021-10-04,1.1,27.8,66
33.74.04,Semarang Selatan,2021-10-05,0.1,28.1,62
33.74.04,Semarang Selatan,2021-10-06,0.0,28.3,60
33.74.04,Semarang Selatan,2021-10-07,0.1,28.5,60
33.74.04,Semarang Selatan,2021-10-08,0.7,28.6,61
33.74.04,Semarang Selatan,2021-10-09,0.1,28.8,65
33.74.04,Semarang Selatan,2021-10-10,0.0,29.7,60
33.74.04,Semarang Selatan,2021-10-11,0.6,29.6,60
33.74.04,Semarang Selatan,2021-10-12,0.3,30.1,55
33.74.04,Semarang Selatan,2021-10-13,0.0,29.2,60
33.74.04,Semarang Selatan,2021-10-14,0.0,29.5,61
33.74.04,Semarang Selatan,2021-10-15,0.1,29.6,63
33.74.04,Semarang Selatan,2021-10-16,0.6,29.6,65
33.74.04,Semarang Selatan,2021-10-17,1.9,28.6,73
33.74.04,Semarang Selatan,2021-10-18,1.9,26.9,80
33.74.04,Semarang Selatan,2021-10-19,3.6,27.2,82
33.74.04,Semarang Selatan,2021-10-20,6.2,27.8,77
33.74.04,Semarang Selatan,2021-10-21,11.3,27.7,81
33.74.04,Semarang Selatan,2021-10-22,20.8,26.9,82
33.74.04,Semarang Selatan,2021-10-23,1.2,27.8,77
33.74.04,Semarang Selatan,2021-10-24,2.0,27.8,79
33.74.04,Semarang Selatan,2021-10-25,1.4,28.0,79
33.74.04,Semarang Selatan,2021-10-26,6.0,27.5,78
33.74.04,Semarang Selatan,2021-10-27,16.1,27.0,83
33.74.04,Semarang Selatan,2021-10-28,11.0,27.1,82
33.74.04,Semarang Selatan,2021-10-29,10.4,26.8,86
33.74.04,Semarang Selatan,2021-10-30,8.7,27.0,84
33.74.04,Semarang Selatan,2021-10-31,13.8,26.8,83
33.74.04,Semarang Selatan,2021-11-01,7.3,26.4,86
33.74.04,Semarang Selatan,2021-11-02,3.4,26.5,84
33.74.04,Semarang Selatan,2021-11-03,4.4,27.0,81
33.74.04,Semarang Selatan,2021-11-04,5.1,27.0,83
33.74.04,Semarang Selatan,2021-11-05,5.3,26.6,85
33.74.04,Semarang Selatan,2021-11-06,1.2,27.6,79
33.74.04,Semarang Selatan,2021-11-07,5.3,27.3,82
33.74.04,Semarang Selatan,2021-11-08,8.8,27.1,84
33.74.04,Semarang Selatan,2021-11-09,23.8,27.0,84
33.74.04,Semarang Selatan,2021-11-10,22.5,26.2,89
33.74.04,Semarang Selatan,2021-11-11,3.3,25.9,90
33.74.04,Semarang Selatan,2021-11-12,7.5,25.9,89
33.74.04,Semarang Selatan,2021-11-13,2.2,26.3,84
33.74.04,Semarang Selatan,2021-11-14,7.3,25.7,90
33.74.04,Semarang Selatan,2021-11-15,12.7,25.5,89
33.74.04,Semarang Selatan,2021-11-16,0.9,26.3,84
33.74.04,Semarang Selatan,2021-11-17,7.8,27.0,83
33.74.04,Semarang Selatan,2021-11-18,7.7,26.6,87
33.74.04,Semarang Selatan,2021-11-19,4.7,26.3,86
33.74.04,Semarang Selatan,2021-11-20,2.6,25.6,89
33.74.04,Semarang Selatan,2021-11-21,0.8,26.9,83
33.74.04,Semarang Selatan,2021-11-22,1.0,27.2,81
33.74.04,Semarang Selatan,2021-11-23,33.4,25.9,89
33.74.04,Semarang Selatan,2021-11-24,3.8,26.1,87
33.74.04,Semarang Selatan,2021-11-25,1.7,26.8,84
33.74.04,Semarang Selatan,2021-11-26,12.4,26.1,89
33.74.04,Semarang Selatan,2021-11-27,25.0,25.5,89
33.74.04,Semarang Selatan,2021-11-28,17.7,24.8,92
33.74.04,Semarang Selatan,2021-11-29,0.0,26.4,79
33.74.04,Semarang Selatan,2021-11-30,6.8,26.5,83
33.74.04,Semarang Selatan,2021-12-01,5.6,26.4,86
33.74.04,Semarang Selatan,2021-12-02,7.7,27.0,78
33.74.04,Semarang Selatan,2021-12-03,7.8,26.9,85
33.74.04,Semarang Selatan,2021-12-04,12.0,26.1,87
33.74.04,Semarang Selatan,2021-12-05,4.1,26.1,86
33.74.04,Semarang Selatan,2021-12-06,2.9,26.0,86
33.74.04,Semarang Selatan,2021-12-07,9.4,26.2,84
33.74.04,Semarang Selatan,2021-12-08,3.6,26.9,83
33.74.04,Semarang Selatan,2021-12-09,15.0,26.1,88
33.74.04,Semarang Selatan,2021-12-10,8.1,25.9,89
33.74.04,Semarang Selatan,2021-12-11,5.3,26.0,88
33.74.04,Semarang Selatan,2021-12-12,6.6,26.2,89
33.74.04,Semarang Selatan,2021-12-13,2.1,26.5,87
33.74.04,Semarang Selatan,2021-12-14,5.3,26.4,87
33.74.04,Semarang Selatan,2021-12-15,8.2,26.4,88
33.74.04,Semarang Selatan,2021-12-16,5.6,26.1,90
33.74.04,Semarang Selatan,2021-12-17,5.2,26.6,87
33.74.04,Semarang Selatan,2021-12-18,16.9,26.8,86
